Pop,american_baroque,dances_and_suites_of_rameau_an,air_suite_from_les_fetes_d_he,16,./Pop/american_baroque/dances_and_suites_of_rameau_an/16-air_suite_from_les_fetes_d_he.mp3
Pop,american_baroque,dances_and_suites_of_rameau_an,air_vif_de_lacdemoniens_suite,30,./Pop/american_baroque/dances_and_suites_of_rameau_an/30-air_vif_de_lacdemoniens_suite.mp3
Pop,american_baroque,dances_and_suites_of_rameau_an,l_oracle_suite_in_d_from_les,26,./Pop/american_baroque/dances_and_suites_of_rameau_an/26-l'oracle_suite_in_d_from_les.mp3
Pop,american_baroque,dances_and_suites_of_rameau_an,la_victoire_suite_in_d_from_l,28,./Pop/american_baroque/dances_and_suites_of_rameau_an/28-la_victoire_suite_in_d_from_l.mp3
Pop,american_baroque,dances_and_suites_of_rameau_an,les_fauvetes_plaintives_xivem,21,./Pop/american_baroque/dances_and_suites_of_rameau_an/21-les_fauvetes_plaintives_xivem.mp3
Pop,american_baroque,dances_and_suites_of_rameau_an,musette_suite_from_les_fetes,4,./Pop/american_baroque/dances_and_suites_of_rameau_an/4-musette_suite_from_les_fetes.mp3
Pop,american_baroque,dances_and_suites_of_rameau_an,pour_le_genie_de_mars_suite_i,27,./Pop/american_baroque/dances_and_suites_of_rameau_an/27-pour_le_genie_de_mars_suite_i.mp3
Pop,american_baroque,dances_and_suites_of_rameau_an,ritournelle_suite_from_les_fe,7,./Pop/american_baroque/dances_and_suites_of_rameau_an/7-ritournelle_suite_from_les_fe.mp3
Pop,american_baroque,four_seasons_by_vivaldi,concerto_no_1_in_d_major_rv_2,1,./Pop/american_baroque/the_four_seasons_by_vivaldi/1-concerto_no.1_in_d_major_rv_2.mp3
Pop,american_baroque,four_seasons_by_vivaldi,concerto_no_2_in_g_minor_rv_3,5,./Pop/american_baroque/the_four_seasons_by_vivaldi/5-concerto_no.2_in_g_minor_rv_3.mp3
Pop,american_baroque,four_seasons_by_vivaldi,concerto_no_3_in_f_major_rv_2,9,./Pop/american_baroque/the_four_seasons_by_vivaldi/9-concerto_no.3_in_f_major_rv_2.mp3
Pop,andreas_haefliger,mozart_piano_sonatas,sonata_in_b_flat_minor_kv_570,7,./Pop/andreas_haefliger/mozart_piano_sonatas/7-sonata_in_b_flat_minor_kv_570.mp3
Pop,andreas_haefliger,mozart_piano_sonatas,sonata_in_c_major_kv_545,5,./Pop/andreas_haefliger/mozart_piano_sonatas/5-sonata_in_c_major_kv_545.mp3
Pop,andreas_haefliger,mozart_piano_sonatas,sonata_in_d_major_kv_576,12,./Pop/andreas_haefliger/mozart_piano_sonatas/12-sonata_in_d_major_kv_576.mp3
Pop,briddes_roune,lenten_is_come,ar_ne_kuth_ich_sorghe_non,2,./Pop/briddes_roune/lenten_is_come/2-ar_ne_kuth_ich_sorghe_non.mp3
Pop,briddes_roune,lenten_is_come,man_mai_longe_lives_weene,6,./Pop/briddes_roune/lenten_is_come/6-man_mai_longe_lives_weene.mp3
Pop,brook_street_band,handel_oxford_water_music,corelli_trio_sonata_op_1_no,12,./Pop/brook_street_band/handel_oxford_water_music/12-corelli_trio_sonata_op._1_no..mp3
Pop,brook_street_band,handel_oxford_water_music,handel_oxford_water_music_suit,18,./Pop/brook_street_band/handel_oxford_water_music/18-handel_oxford_water_music_suit.mp3
Pop,brook_street_band,handel_oxford_water_music,handel_oxford_water_music_suit,22,./Pop/brook_street_band/handel_oxford_water_music/22-handel_oxford_water_music_suit.mp3
Pop,brook_street_band,handel_oxford_water_music,handel_trio_sonata_op_2_no_3,26,./Pop/brook_street_band/handel_oxford_water_music/26-handel_trio_sonata_op._2_no._3.mp3
Pop,brook_street_band,handel_oxford_water_music,handel_trio_sonata_op_5_no_4,1,./Pop/brook_street_band/handel_oxford_water_music/1-handel_trio_sonata_op._5_no.4.mp3
Pop,brook_street_band,handel_oxford_water_music,leclair_premier_recreation_de,5,./Pop/brook_street_band/handel_oxford_water_music/5-leclair_premier_recreation_de.mp3
Pop,brook_street_band,handel_oxford_water_music,leclair_premier_recreation_de,9,./Pop/brook_street_band/handel_oxford_water_music/9-leclair_premier_recreation_de.mp3
Pop,doc_rossi,demarzi_6_sonatas_for_cetra_o_kitara,orange_rogue_trad_arr_r,17,./Pop/doc_rossi/demarzi-6_sonatas_for_cetra_o_kitara/17-the_orange_rogue_(trad._arr._r.mp3
Pop,doc_rossi,demarzi_6_sonatas_for_cetra_o_kitara,sonata_i_minuet,3,./Pop/doc_rossi/demarzi-6_sonatas_for_cetra_o_kitara/3-sonata_i_minuet.mp3
Pop,doc_rossi,demarzi_6_sonatas_for_cetra_o_kitara,sonata_ii_minuet,8,./Pop/doc_rossi/demarzi-6_sonatas_for_cetra_o_kitara/8-sonata_ii_minuet.mp3
Pop,doc_rossi,demarzi_6_sonatas_for_cetra_o_kitara,sonata_iii_moderato,10,./Pop/doc_rossi/demarzi-6_sonatas_for_cetra_o_kitara/10-sonata_iii_moderato.mp3
Pop,doc_rossi,demarzi_6_sonatas_for_cetra_o_kitara,sonata_v_allegro,19,./Pop/doc_rossi/demarzi-6_sonatas_for_cetra_o_kitara/19-sonata_v_allegro.mp3
Pop,doc_rossi,demarzi_6_sonatas_for_cetra_o_kitara,sonata_vi_largo,22,./Pop/doc_rossi/demarzi-6_sonatas_for_cetra_o_kitara/22-sonata_vi_largo.mp3
Pop,dufay_collective,cancionero,baxa_de_contrapunto,7,./Pop/dufay_collective/cancionero/7-baxa_de_contrapunto.mp3
Pop,dufay_collective,cancionero,differencias_sobr_el_canto,8,./Pop/dufay_collective/cancionero/8-differencias_sobr'el_canto.mp3
Pop,dufay_collective,cancionero,fabordon_del_primer_tono,20,./Pop/dufay_collective/cancionero/20-fabordon_del_primer_tono.mp3
Pop,dufay_collective,cancionero,la_spagna,22,./Pop/dufay_collective/cancionero/22-la_spagna.mp3
Pop,dufay_collective,cancionero,mi_libertad_en_sosiego,17,./Pop/dufay_collective/cancionero/17-mi_libertad_en_sosiego.mp3
Pop,dufay_collective,cancionero,pase_el_agoa_ma_julieta,30,./Pop/dufay_collective/cancionero/30-pase_el_agoa_ma_julieta.mp3
