"aretha_franklin","very_best_of_aretha_frankl","sisters_are_doing_it_for_thems","1","aretha_franklin/very_best_of_aretha_frankl/01-sisters_are_doing_it_for_thems.mp3"
"aretha_franklin","think_2002_remix","think_2002_bootleg_remix","1","aretha_franklin/think_2002_remix/01-think_2002_bootleg_remix.mp3"
"aretha_franklin","columbia_jazz_1960_1965_retail","trouble_in_mind","16","aretha_franklin/columbia_jazz_1960_1965_retail/16-trouble_in_mind.mp3"
"aretha_franklin","very_best_of_aretha_frankl","house_that_jack_built","6","aretha_franklin/very_best_of_aretha_frankl/06-house_that_jack_built.mp3"
"aretha_franklin","very_best_of_aretha_frankl","chain_of_fools","2","aretha_franklin/very_best_of_aretha_frankl/02-chain_of_fools.mp3"
"aretha_franklin","very_best_of_aretha_frankl","since_you_ve_been_gone","9","aretha_franklin/very_best_of_aretha_frankl/09-since_you_ve_been_gone.mp3"
"aretha_franklin","columbia_jazz_1960_1965_retail","maybe_im_a_fool","14","aretha_franklin/columbia_jazz_1960_1965_retail/14-maybe_im_a_fool.mp3"
"backstreet_boys","backstreets_back","as_long_as_you_love_me","2","backstreet_boys/backstreets_back/02-as_long_as_you_love_me.mp3"
"backstreet_boys","greatest_hits_chapter_one","shape_of_my_heart","11","backstreet_boys/greatest_hits_chapter_one/11-shape_of_my_heart.mp3"
"backstreet_boys","millennium","no_one_else_comes_close","11","backstreet_boys/millennium/11-no_one_else_comes_close.mp3"
"backstreet_boys","greatest_hits_chapter_one","call","10","backstreet_boys/greatest_hits_chapter_one/10-call.mp3"
"backstreet_boys","millennium","spanish_eyes","10","backstreet_boys/millennium/10-spanish_eyes.mp3"
"backstreet_boys","millennium","dont_want_you_back","6","backstreet_boys/millennium/06-dont_want_you_back.mp3"
"backstreet_boys","backstreets_back","thats_what_she_said","9","backstreet_boys/backstreets_back/09-thats_what_she_said.mp3"
"basement_jaxx","kish_kash","tonight_feat_phoebe","11","basement_jaxx/kish_kash/11-tonight_feat_phoebe.mp3"
"basement_jaxx","kish_kash","living_room","13","basement_jaxx/kish_kash/13-living_room.mp3"
"basement_jaxx","kish_kash","if_i_ever_recover","9","basement_jaxx/kish_kash/09-if_i_ever_recover.mp3"
"basement_jaxx","rooty","where_s_your_head_at","8","basement_jaxx/rooty/08-where_s_your_head_at.mp3"
"basement_jaxx","kish_kash","plug_it_in_feat_jc_chasez","7","basement_jaxx/kish_kash/07-plug_it_in_feat_jc_chasez.mp3"
"basement_jaxx","rooty","breakaway","2","basement_jaxx/rooty/02-breakaway.mp3"
"basement_jaxx","kish_kash","cish_cash_feat_siouxsie_sioux","10","basement_jaxx/kish_kash/10-cish_cash_feat_siouxsie_sioux.mp3"
"beach_boys","sunflower_surf_up","take_a_load_off_your_feet","15","beach_boys/sunflower_surf_up/15-take_a_load_off_your_feet.mp3"
"beach_boys","surfin_safari_surfin_u_s_a","heads_you_win_tails_i_lose","8","beach_boys/surfin_safari_surfin_u_s_a/08-heads_you_win_tails_i_lose.mp3"
"beach_boys","sunflower_surf_up","day_in_the_life_of_a_tr","20","beach_boys/sunflower_surf_up/20-day_in_the_life_of_a_tr.mp3"
"beach_boys","surfin_safari_surfin_u_s_a","honky_tonk","20","beach_boys/surfin_safari_surfin_u_s_a/20-honky_tonk.mp3"
"beach_boys","best_of_the_60s","then_i_kissed_her","1","beach_boys/best_of_the_60s/01-then_i_kissed_her.mp3"
"beach_boys","surfin_safari_surfin_u_s_a","shift","12","beach_boys/surfin_safari_surfin_u_s_a/12-shift.mp3"
"beach_boys","surfin_safari_surfin_u_s_a","ten_little_indians","3","beach_boys/surfin_safari_surfin_u_s_a/03-ten_little_indians.mp3"
"beatles","magical_mystery_tour","baby_you_re_a_rich_man","10","beatles/magical_mystery_tour/10-baby_you_re_a_rich_man.mp3"
"beatles","hard_day_s_night","if_i_fell","3","beatles/hard_day_s_night/03-if_i_fell.mp3"
"beatles","let_it_be","for_you_blue","11","beatles/let_it_be/11-for_you_blue.mp3"
"beatles","abbey_road","something","2","beatles/abbey_road/02-something.mp3"
"beatles","revolver","she_said_she_said","7","beatles/revolver/07-she_said_she_said.mp3"
"beatles","past_masters_volume_one","matchbox_the_beatles","13","beatles/past_masters_volume_one/13-matchbox_the_beatles.mp3"
"beatles","hard_day_s_night","i_ll_be_back","13","beatles/hard_day_s_night/13-i_ll_be_back.mp3"
"beck","midnite_vultures","sexx_laws","1","beck/midnite_vultures/01-sexx_laws.mp3"
"beck","sea_change","nothing_i_haven_t_seen","6","beck/sea_change/06-nothing_i_haven_t_seen.mp3"
"beck","sea_change","already_dead","9","beck/sea_change/09-already_dead.mp3"
"beck","beck","zatyricon","8","beck/beck/08-zatyricon.mp3"
"beck","midnite_vultures","peaches_cream","6","beck/midnite_vultures/06-peaches_cream.mp3"
"beck","sea_change","little_one","11","beck/sea_change/11-little_one.mp3"
"beck","mutations","o_maria","9","beck/mutations/09-o_maria.mp3"
"bee_gees","their_greatest_hits_the_recor","you_win_again","12","bee_gees/their_greatest_hits_the_recor/12-you_win_again.mp3"
"bee_gees","their_greatest_hits_the_recor","saved_by_the_bell","32","bee_gees/their_greatest_hits_the_recor/32-saved_by_the_bell.mp3"
"bee_gees","their_greatest_hits_the_recor","new_york_mining_disaster_1941","32","bee_gees/their_greatest_hits_the_recor/32-new_york_mining_disaster_1941.mp3"
"bee_gees","their_greatest_hits_the_recor","to_love_somebody","32","bee_gees/their_greatest_hits_the_recor/32-to_love_somebody.mp3"
"bee_gees","their_greatest_hits_the_recor","holiday","32","bee_gees/their_greatest_hits_the_recor/32-holiday.mp3"
"bee_gees","their_greatest_hits_the_recor","this_is_where_i_came_in","18","bee_gees/their_greatest_hits_the_recor/18-this_is_where_i_came_in.mp3"
"bee_gees","spirits_having_flown","reaching_out","4","bee_gees/spirits_having_flown/04-reaching_out.mp3"
"bloodhound_gang","hooray_for_boobies","this_is_stupid","15","bloodhound_gang/hooray_for_boobies/15-this_is_stupid.mp3"
"bloodhound_gang","hooray_for_boobies","lap_dance_is_so_much_better_when_the_stripper_is_crying","16","bloodhound_gang/hooray_for_boobies/16-lap_dance_is_so_much_better_when_the_stripper_is_crying.mp3"
"bloodhound_gang","hooray_for_boobies","take_the_long_way_home","12","bloodhound_gang/hooray_for_boobies/12-take_the_long_way_home.mp3"
"bloodhound_gang","hooray_for_boobies","hell_yeah","13","bloodhound_gang/hooray_for_boobies/13-hell_yeah.mp3"
"bloodhound_gang","hooray_for_boobies","mope","5","bloodhound_gang/hooray_for_boobies/05-mope.mp3"
"bloodhound_gang","hooray_for_boobies","yummy_down_on_this","6","bloodhound_gang/hooray_for_boobies/06-yummy_down_on_this.mp3"
"bloodhound_gang","hooray_for_boobies","ballad_of_chasey_lane","7","bloodhound_gang/hooray_for_boobies/07-ballad_of_chasey_lane.mp3"
"blur","think_tank_advance","good_song","4","blur/think_tank_advance/04-good_song.mp3"
"blur","think_tank_advance","sweet_song","10","blur/think_tank_advance/10-sweet_song.mp3"
"blur","think_tank_advance","moroccan_peoples_revolutionary","9","blur/think_tank_advance/09-moroccan_peoples_revolutionary.mp3"
"blur","think_tank","my_white_noise_hidden_track","14","blur/think_tank/14-my_white_noise_hidden_track.mp3"
"blur","think_tank_advance","crazy_beat","3","blur/think_tank_advance/03-crazy_beat.mp3"
"blur","think_tank_advance","brothers_and_sisters","6","blur/think_tank_advance/06-brothers_and_sisters.mp3"
"blur","think_tank_advance","ambulance","1","blur/think_tank_advance/01-ambulance.mp3"
"bob_dylan","essential_bob_dylan_disc_1","don_t_think_twice_it_s_all_right","2","bob_dylan/essential_bob_dylan_disc_1/02-don_t_think_twice_it_s_all_right.mp3"
"bob_dylan","essential_bob_dylan_disc_1","it_ain_t_me_babe","4","bob_dylan/essential_bob_dylan_disc_1/04-it_ain_t_me_babe.mp3"
"bob_dylan","essential_bob_dylan_disc_1","you_ain_t_goin_nowhere","21","bob_dylan/essential_bob_dylan_disc_1/21-you_ain_t_goin_nowhere.mp3"
"bob_dylan","love_and_theft","sugar_baby","12","bob_dylan/love_and_theft/12-sugar_baby.mp3"
"bob_dylan","love_and_theft","po_boy","10","bob_dylan/love_and_theft/10-po_boy.mp3"
"bob_dylan","essential_bob_dylan_disc_1","like_a_rolling_stone","9","bob_dylan/essential_bob_dylan_disc_1/09-like_a_rolling_stone.mp3"
"bob_dylan","vanilla_sky","fourth_time_around","14","bob_dylan/vanilla_sky/14-fourth_time_around.mp3"
"bon_jovi","one_wild_night","just_older","12","bon_jovi/one_wild_night/12-just_older.mp3"
"bon_jovi","one_wild_night","wanted_dead_or_alive","8","bon_jovi/one_wild_night/08-wanted_dead_or_alive.mp3"
"bon_jovi","crush","one_wild_night","12","bon_jovi/crush/12-one_wild_night.mp3"
"bon_jovi","bounce","joey","4","bon_jovi/bounce/04-joey.mp3"
"bon_jovi","one_wild_night","rockin_in_the_free_world","6","bon_jovi/one_wild_night/06-rockin_in_the_free_world.mp3"
"bon_jovi","crush","next_100_years","5","bon_jovi/crush/05-next_100_years.mp3"
"bon_jovi","bounce","distance","3","bon_jovi/bounce/03-distance.mp3"
"britney_spears","now_50_thats_what_i_call_music_cd2","i_m_a_slave_4_u","7","britney_spears/now_50_thats_what_i_call_music_cd2/07-i_m_a_slave_4_u.mp3"
"britney_spears","britney","lonely","3","britney_spears/britney/03-lonely.mp3"
"britney_spears","britney","i_m_not_a_girl_not_yet_a_woman","4","britney_spears/britney/04-i_m_not_a_girl_not_yet_a_woman.mp3"
"britney_spears","oopsi_did_it_again","dont_go_knocking_on_my_door","3","britney_spears/oopsi_did_it_again/03-dont_go_knocking_on_my_door.mp3"
