108.9676	34.2598	5
108.9655	34.2292	6
109.0306	34.3706	9
109.0067	34.3222	2
108.9477	34.1932	4
108.854	34.1736	4
108.9827	34.3059	4
108.9016	34.2314	6
108.9015	34.2411	16
108.9703	34.2398	5
108.9656	34.3164	8
109.0883	34.2751	10
108.9298	34.2418	5
108.864	34.1945	2
108.9332	34.2617	6
108.9678	34.2697	20
108.9942	34.2033	11
108.9455	34.2641	23
108.878	34.2062	5
108.8504	34.3129	4
108.9801	34.1955	11
108.8664	34.169	3
108.9509	34.336	17
109.0003	34.2122	6
108.8358	34.176	2
108.9698	34.2505	4
109.0023	34.277	3
108.9413	34.2232	4
108.9889	34.2494	3
109.024	34.3431	5
108.9197	34.163	7
108.9566	34.2657	2
108.9398	34.2356	16
108.9557	34.2831	4
108.9637	34.2178	4
108.8964	34.2104	4
108.9049	34.2695	17
108.9533	34.2304	24
108.9495	34.3203	10
109.0436	34.3292	3
109.0172	34.2501	4
108.8486	34.2155	9
108.9111	34.2166	4
108.915	34.2367	23
108.9769	34.2167	73
108.8762	34.1794	4
108.9545	34.2559	6
108.8874	34.2304	30
108.9071	34.1631	2
108.9793	34.3439	3
108.9468	34.3811	2
108.9166	34.2654	4
108.8916	34.2539	3
109.004	34.2513	2
109.0445	34.3661	5
108.9534	34.2436	8
108.8462	34.1328	5
108.917	34.2455	6
