106.6342	29.7231	114
119.5694	39.9658	97
108.9548	34.231	87
108.96	34.323	81
108.9473	34.3206	77
108.9954	34.2741	76
108.932	34.231	75
116.8997	36.671	71
108.9563	34.3369	69
109.0063	34.2645	68
108.9123	34.2524	68
108.9352	34.2662	67
108.9503	34.2314	66
108.9722	34.2339	66
108.9781	34.3198	65
109.0014	34.2707	64
108.9581	34.2686	64
108.9033	34.2024	64
108.9875	34.2487	63
108.9625	34.3169	62
108.8931	34.2433	62
108.9983	34.3203	62
109.0007	34.2936	62
108.9322	34.3235	61
108.9633	34.278	60
108.9369	34.2608	60
109.0009	34.2997	59
108.9514	34.317	59
108.9993	34.2465	59
108.9596	34.2	58
108.9668	34.2698	58
108.9509	34.3413	58
109.006	34.3121	58
108.9609	34.2877	58
108.9652	34.2771	57
109.0048	34.2854	57
108.9456	34.3514	56
109.0061	34.2623	56
108.9453	34.337	56
108.9489	34.3251	56
108.9355	34.2457	55
108.8877	34.2563	55
108.9677	34.334	55
108.9799	34.2804	54
108.9651	34.2879	54
108.9769	34.2915	54
108.9517	34.2654	53
108.9415	34.3545	53
108.996	34.2977	52
108.9526	34.3289	52
108.9776	34.2346	52
108.9616	34.2527	52
108.92	34.2438	52
108.9346	34.3449	52
108.9705	34.233	51
108.9577	34.2378	51
108.8998	34.2029	51
108.9428	34.2626	51
108.9745	34.2388	50
108.9199	34.2708	50
108.9159	34.258	50
108.8937	34.2574	50
108.9944	34.2697	50
108.9624	34.3035	50
108.9072	34.25	50
108.9307	34.3157	49
108.9411	34.3543	49
108.9683	34.2695	49
108.8959	34.2305	49
108.8925	34.2336	48
108.9346	34.2447	48
108.9623	34.1927	48
108.9472	34.2579	48
108.9864	34.3214	48
108.952	34.2513	48
108.9474	34.3176	48
109.0053	34.2763	48
108.9616	34.2278	47
108.9639	34.2086	47
108.916	34.2683	47
108.8864	34.2522	47
108.9883	34.2461	46
108.885	34.2238	46
109.0498	34.2841	46
109.0063	34.257	46
108.9668	34.2236	46
108.9187	34.2327	45
108.8517	34.2984	45
108.9516	34.2995	45
108.9457	34.2084	45
108.8951	34.1927	45
108.8994	34.273	45
108.9077	34.2905	44
108.8949	34.214	44
109.0038	34.3074	44
108.9702	34.3312	44
108.9408	34.326	44
108.929	34.3458	44
108.9592	34.3267	44
108.8859	34.1731	43
108.9782	34.2579	43
