108.938	34.2623	84
108.952	34.2591	83
108.9566	34.2546	78
108.9396	34.2547	75
108.9512	34.2396	73
108.9468	34.2588	71
108.9394	34.2339	67
108.9158	34.251	66
108.9618	34.2462	63
108.9573	34.2905	62
108.9344	34.2471	62
108.9546	34.2532	60
108.96	34.2441	59
108.9312	34.2268	59
108.9345	34.2473	59
108.9241	34.2717	58
106.6385	29.7263	58
108.9083	34.2636	55
108.9481	34.2583	53
108.9608	34.2707	52
108.9596	34.2264	52
108.899	34.2491	49
108.9079	34.2668	49
108.9212	34.2767	48
108.955	34.2215	48
108.957	34.3207	47
108.9267	34.2367	47
108.9623	34.2618	46
108.9367	34.247	44
108.9517	34.2376	44
108.9681	34.2527	44
108.9289	34.226	42
108.9703	34.2655	42
108.9254	34.2634	42
108.9322	34.2274	41
108.9216	34.2203	41
108.9706	34.2308	40
108.9359	34.2215	39
108.9297	34.2601	39
108.908	34.2461	38
108.8969	34.2363	38
108.9717	34.2739	38
108.9816	34.2342	38
108.9548	34.2057	37
108.9559	34.2179	37
108.9084	34.2493	37
108.9713	34.2773	37
108.8946	34.2383	37
108.9429	34.2855	37
108.8898	34.262	37
108.956	34.2146	37
108.9592	34.2949	36
108.9719	34.2905	36
108.9598	34.2879	36
108.9513	34.2785	35
108.908	34.2387	35
108.9523	34.2854	35
109.0016	34.278	34
108.9519	34.2447	34
108.9692	34.2249	33
108.9734	34.2637	33
108.9598	34.2144	33
108.9403	34.3017	33
108.9738	34.2781	33
108.9118	34.2712	33
108.9457	34.2269	33
108.9837	34.2453	33
108.8857	34.2505	33
108.926	34.2853	33
108.8854	34.2614	32
108.9962	34.2607	32
108.9466	34.2283	32
108.9534	34.3111	32
108.9027	34.2792	32
108.9267	34.2191	32
108.933	34.3229	31
108.9748	34.2594	31
108.9323	34.2848	31
108.9319	34.3091	31
108.9528	34.1974	31
108.9628	34.323	30
108.9558	34.3115	30
108.976	34.2701	29
108.9485	34.3222	29
108.9668	34.2519	29
108.9703	34.214	29
108.9281	34.2622	29
108.9192	34.2415	28
108.9949	34.2643	28
108.9795	34.3244	28
108.9789	34.2856	28
108.8924	34.2259	28
109.0065	34.2452	28
109.0046	34.2522	28
108.9013	34.2537	27
108.9592	34.2971	27
108.973	34.2552	27
108.8902	34.2422	27
108.9896	34.2416	27
108.8839	34.2496	27
108.8834	34.241	26
108.9205	34.2938	26
108.9323	34.2829	26
108.9796	34.2304	26
108.8814	34.2581	26
108.9659	34.2196	26
108.9926	34.2582	25
108.9467	34.201	25
108.9599	34.1942	25
108.993	34.2363	25
108.8961	34.2047	25
108.9314	34.3106	25
108.9429	34.2568	24
108.8906	34.2227	24
109.0017	34.2523	24
108.9266	34.2126	24
108.931	34.2962	24
108.8998	34.2587	24
108.945	34.2939	23
108.9148	34.2142	23
108.927	34.203	23
108.9853	34.318	23
108.8967	34.2592	23
108.9343	34.276	23
108.9409	34.2064	22
108.9567	34.3313	22
108.9199	34.2167	22
108.9121	34.2717	22
108.9155	34.2349	22
108.9595	34.3238	22
108.9668	34.1984	22
108.9488	34.1986	22
108.9427	34.2254	22
108.9738	34.2091	21
108.9671	34.2171	21
108.9984	34.2925	21
108.9986	34.2906	21
108.9067	34.2768	21
108.8766	34.2786	21
108.9306	34.299	21
108.8893	34.2369	21
108.978	34.2456	21
108.8966	34.2644	21
108.9079	34.2917	21
108.9482	34.3355	21
108.9487	34.3239	21
108.9643	34.2432	21
109.0022	34.3077	20
109.0004	34.3207	20
108.9994	34.2805	20
109.0026	34.3033	20
108.9506	34.2777	20
119.5639	39.9643	20
108.9254	34.293	20
108.9765	34.2822	20
108.9554	34.1822	20
