108.8188	34.296	5
108.957	34.2315	2
108.9797	34.1678	7
108.914	34.2464	8
108.9039	34.2571	5
108.9412	34.2692	2
108.9666	34.1978	6
108.9775	34.3818	7
108.9582	34.2802	6
108.9191	34.2791	6
109.0637	34.2806	6
108.8952	34.1943	6
108.8646	34.1924	6
108.9337	34.1521	2
109.0027	34.2881	2
108.9716	34.3428	4
108.9674	34.3188	6
108.9694	34.2679	13
108.9527	34.2661	4
108.8761	34.2401	4
109.0231	34.2688	2
108.9701	34.2402	10
108.9281	34.2375	10
108.9987	34.3097	4
108.9936	34.322	7
109.2911	34.3893	4
108.9509	34.2043	4
108.9817	34.2315	4
109.0037	34.2097	6
108.9766	34.3592	6
108.9875	34.2427	3
108.9538	34.2886	3
108.858	34.2099	3
109.0005	34.2503	4
108.9548	34.3325	2
108.9765	34.2066	9
108.9943	34.4058	6
108.9604	34.1777	2
108.937	34.2213	3
109.002	34.2742	2
109.0202	34.2568	10
108.8422	34.1213	11
108.9438	34.2351	4
108.9106	34.2088	5
108.9452	34.1921	3
108.9247	34.1613	11
108.8512	34.1713	5
108.8768	34.1603	2
108.8527	34.197	3
108.9494	34.255	6
108.9874	34.3054	5
108.985	34.2146	3
108.8902	34.1677	6
108.9211	34.2142	7
