aretha_franklin	aretha_arrives	night_life	6	aretha_franklin/aretha_arrives/06-night_life.mp3	users/jbonada/Aretha_Franklin-Aretha_Arrives-Remastered-1993/06-night_life-ptsl.mp3	37767	26447
aretha_franklin	aretha_arrives	that_s_life	7	aretha_franklin/aretha_arrives/07-that_s_life.mp3	users/jbonada/Aretha_Franklin-Aretha_Arrives-Remastered-1993/07-thats_life-ptsl.mp3	37768	26448
aretha_franklin	aretha_now	hello_sunshine	8	aretha_franklin/aretha_now/08-hello_sunshine.mp3	users/jbonada/Aretha_Franklin-Aretha_Now-1968/08-hello_sunshine-jce.mp3	32571	21251
aretha_franklin	columbia_jazz_1960_1965_retail	love_for_sale	6	aretha_franklin/columbia_jazz_1960_1965_retail/06-love_for_sale.mp3	users/jbonada/Aretha_Franklin-Columbia_Jazz_1960_1965-RETAIL-2003/06-aretha_franklin-love_for_sale-esc.mp3	32579	21259
aretha_franklin	columbia_jazz_1960_1965_retail	what_a_difference_a_day_made	12	aretha_franklin/columbia_jazz_1960_1965_retail/12-what_a_difference_a_day_made.mp3	users/jbonada/Aretha_Franklin-Columbia_Jazz_1960_1965-RETAIL-2003/12-aretha_franklin-what_a_difference_a_day_made-esc.mp3	32584	21264
aretha_franklin	very_best_of_aretha_frankl	sisters_are_doing_it_for_thems	1	aretha_franklin/very_best_of_aretha_frankl/01-sisters_are_doing_it_for_thems.mp3	users/jbonada/Aretha_Franklin-The_Very_Best_of_Aretha_Franklin-1994/01-aretha_franklin-sisters_are_doing_it_for_themselves_(with_eurythmics)-n1.mp3	37960	26640
aretha_franklin	very_best_of_aretha_frankl	chain_of_fools	2	aretha_franklin/very_best_of_aretha_frankl/02-chain_of_fools.mp3	users/jbonada/Aretha_Franklin-The_Very_Best_of_Aretha_Franklin-1994/02-aretha_franklin-chain_of_fools-n1.mp3	37961	26641
aretha_franklin	very_best_of_aretha_frankl	i_never_loved_a_man_the_way	4	aretha_franklin/very_best_of_aretha_frankl/04-i_never_loved_a_man_the_way.mp3	users/jbonada/Aretha_Franklin-The_Very_Best_of_Aretha_Franklin-1994/04-aretha_franklin-i_never_loved_a_man_(the_way__-n1.mp3	37963	26643
aretha_franklin	very_best_of_aretha_frankl	dr_feelgood	11	aretha_franklin/very_best_of_aretha_frankl/11-dr_feelgood.mp3	users/jbonada/Aretha_Franklin-The_Very_Best_of_Aretha_Franklin-1994/11-aretha_franklin-dr._feelgood-n1.mp3	37969	26649
aretha_franklin	very_best_of_aretha_frankl	rock_steady	15	aretha_franklin/very_best_of_aretha_frankl/15-rock_steady.mp3	users/jbonada/Aretha_Franklin-The_Very_Best_of_Aretha_Franklin-1994/15-aretha_franklin-rock_steady-n1.mp3	37973	26653
