1 1 944.767093
1 2 980.785096
1 3 978.118611
1 4 994.371443
1 5 1052.676898
1 6 1065.531904
1 7 1078.056079
1 8 1066.973460
1 9 1070.225117
1 10 1086.694723
1 11 1089.857845
1 12 1103.776410
1 13 1093.517392
1 14 1131.349141
1 15 1137.475261
1 16 1141.784773
1 17 1148.627872
1 18 1091.489274
1 19 1071.720122
1 20 1225.446960
1 21 1191.420071
1 22 1079.029721
1 23 1159.438228
1 24 1134.682240
1 25 972.019343
1 26 983.873352
1 27 875.661300
1 28 833.642482
1 29 828.816570
1 30 867.180538
1 31 889.864229
1 32 810.899365
1 33 810.495938
1 34 893.524379
1 35 848.884895
1 36 819.301638
1 37 830.837386
1 38 878.060776
1 39 995.398818
1 40 987.434555
1 41 1123.709085
1 42 1146.275441
1 43 1074.045331
1 44 1192.964145
1 45 1231.411348
1 46 1096.683780
1 47 1088.297672
1 48 1131.252409
1 49 1133.069900
1 50 1145.294603
1 51 1134.265182
1 52 1107.826505
1 53 1109.247311
1 54 1081.087496
1 55 1080.359960
1 56 1076.715274
1 57 1078.539860
1 58 1084.429613
1 59 1061.566218
1 60 1046.410673
1 61 986.154453
1 62 975.763172
1 63 981.918515
1 64 943.462946
2 1 989.164043
2 2 1022.780620
2 3 1032.148899
2 4 996.192176
2 5 1008.733981
2 6 1005.903512
2 7 1040.000033
2 8 1055.665386
2 9 1033.510480
2 10 1059.498959
2 11 1082.992435
2 12 1093.176478
2 13 1088.921274
2 14 1094.977643
2 15 1130.511916
2 16 1147.364516
2 17 1117.499629
2 18 997.291741
2 19 1023.514022
2 20 1131.611965
2 21 1000.806626
2 22 974.086991
2 23 984.269062
2 24 816.161103
2 25 766.208588
2 26 564.521556
2 27 54.869064
2 28 -16.208102
2 29 -118.795155
2 30 -156.295040
2 31 -189.160998
2 32 -157.411858
2 33 -153.043533
2 34 -188.640218
2 35 -171.652525
2 36 -126.107459
2 37 -23.761132
2 38 54.400921
2 39 583.653778
2 40 775.936026
2 41 800.945111
2 42 975.393177
2 43 973.955432
2 44 998.256601
2 45 1150.947170
2 46 1041.364917
2 47 987.280277
2 48 1105.042758
2 49 1141.454764
2 50 1140.921453
2 51 1110.581325
2 52 1095.697304
2 53 1087.669819
2 54 1079.789121
2 55 1060.080911
2 56 1044.035683
2 57 1064.272320
2 58 1036.738504
2 59 997.159105
2 60 998.454585
2 61 996.799295
2 62 1035.117847
2 63 1026.471929
2 64 987.682155
3 1 983.528520
3 2 1016.411301
3 3 1043.328429
3 4 993.688678
3 5 1007.328650
3 6 1038.981014
3 7 1046.428688
3 8 1052.059156
3 9 1070.063491
3 10 1032.778426
3 11 1050.413919
3 12 1085.080945
3 13 1090.379102
3 14 1094.891388
3 15 1078.890801
3 16 1081.357642
3 17 1005.302067
3 18 893.733182
3 19 965.033987
3 20 896.974535
3 21 688.821202
3 22 607.783836
3 23 -47.331669
3 24 -16.401791
3 25 40.024808
3 26 46.875298
3 27 142.440915
3 28 455.214481
3 29 893.816969
3 30 1372.790594
3 31 1711.065771
3 32 1856.965758
3 33 1862.600864
3 34 1709.869632
3 35 1356.926029
3 36 893.438032
3 37 441.957511
3 38 149.350852
3 39 54.982351
3 40 43.615431
3 41 -25.492575
3 42 -49.934419
3 43 602.919432
3 44 686.678995
3 45 917.804291
3 46 971.005652
3 47 884.468920
3 48 999.036709
3 49 1074.943852
3 50 1092.239591
3 51 1115.846993
3 52 1090.976690
3 53 1082.368779
3 54 1052.853452
3 55 1033.963165
3 56 1080.851923
3 57 1052.931560
3 58 1040.065311
3 59 1027.843235
