0.046	-0.2137	-0.1447	-0.2369	-0.3442	0.1673	0.138	-0.1951	0.0899	-0.2363	-0.4682	-0.2633	-0.3028	-0.2637	-0.3096	-0.4276	-0.3479	-0.2933	-0.4452	-0.2773	-0.1933	-0.1809	-0.2242	-0.2307	-0.2628	-0.2699	-1.5068	-0.0028	-2.3402	-0.6989	0.0128	-0.0935	-0.0173	-0.1898	-0.0257	-0.4121	-0.0582	-0.1834	-0.209	-0.4994	-0.0184	-0.7603	
-0.5704	-0.6136	-0.4384	-0.7267	-1.0543	-0.6241	-0.8871	-1.1002	-0.9086	-0.8597	-1.0635	-0.852	-0.8547	-0.7629	-1.0834	-1.3207	-1.0795	-0.9148	-1.4152	-0.9363	-0.6295	-0.72	-0.5141	-0.6892	-0.7964	-0.843	-4.6143	-0.0088	-7.4267	-2.2408	-0.2194	-0.3004	-0.0545	-0.6128	-0.1084	-1.2701	-0.1759	-0.5869	-0.6695	-1.6028	-0.0803	-2.3794	
-0.1628	-0.1838	-0.1253	-0.2049	-0.3025	-0.1805	-0.2537	-0.315	-0.2591	-0.2498	-0.2508	-0.238	-0.2567	-0.2239	-0.3126	-0.378	-0.3088	-0.2635	-0.4043	-0.2672	-0.2026	-0.2061	-0.1934	0.1184	-0.2311	-0.2435	-1.2868	-0.0025	-2.1459	-0.6442	-0.0644	-0.0856	-0.0157	-0.1738	-0.0306	-0.3635	-0.0488	-0.1652	-0.1941	-0.4584	-0.023	-0.68	
-0.2237	-0.2555	-0.1671	0.0215	-0.4154	-0.2483	-0.3467	-0.4294	-0.3583	-0.3448	-0.5356	-0.3118	-0.3637	-0.0133	-0.3892	-0.4201	-0.343	-0.2441	-0.5473	-0.3623	-0.2882	-0.2871	-0.2708	-0.2779	-0.3203	-0.2699	-1.8259	-0.0035	-2.8767	-0.8662	-0.092	-0.118	-0.0209	-0.2455	-0.0433	-0.5126	-0.0714	-0.2326	-0.2666	-0.5837	-0.0319	-0.9455	
-0.2801	-0.3276	-0.219	-0.3625	-0.3191	-0.3061	-0.4413	-0.5459	-0.4481	-0.4358	-0.7119	-0.3373	-0.3828	-0.3914	-0.5446	-0.6632	-0.5357	-0.4572	-0.7048	-0.4646	-0.3575	-0.3593	-0.338	-0.3556	-0.4019	-0.3791	-2.2381	-0.0044	-3.7395	-1.1239	-0.1156	-0.1506	-0.0268	-0.3088	-0.0546	-0.6469	-0.0905	-0.2904	-0.3371	-0.7763	-0.0402	-1.2022	
0.0914	-0.0936	-0.0631	-0.1044	-0.1484	0.0822	-0.062	-0.1273	-0.0747	-0.1141	-0.2041	-0.1193	-0.1334	-0.1156	-0.1172	-0.1832	-0.1494	-0.1285	-0.1881	-0.1209	-0.0977	-0.0856	-0.0983	-0.0994	-0.1135	-0.1208	-0.665	-0.0012	-0.9802	-0.2916	0.0764	-0.0396	-0.0073	-0.0743	-0.0135	-0.1739	-0.0253	-0.0745	-0.0886	-0.217	-0.0093	-0.3177	
-0.0961	-0.1114	-0.0739	-0.1229	-0.178	-0.105	0.063	0.1011	-0.1517	-0.1476	-0.2399	-0.1463	-0.1568	-0.1349	-0.1817	-0.2232	-0.1823	-0.1547	-0.2349	-0.1555	-0.1205	-0.1208	-0.1143	-0.1192	-0.1355	-0.1448	-0.7574	-0.0015	-1.2396	-0.3727	-0.0387	-0.0499	-0.0091	-0.1037	-0.0175	-0.219	-0.0307	-0.0992	-0.1136	-0.2705	-0.0135	-0.4021	
-0.1446	-0.1645	-0.1084	-0.1815	-0.2629	-0.1571	-0.2183	-0.2366	-0.2258	-0.2187	-0.3545	-0.2217	-0.2327	-0.1993	-0.2707	-0.3304	-0.269	-0.2299	-0.348	-0.2289	-0.1793	-0.1774	-0.1684	-0.1759	-0.1997	-0.2147	-1.1166	-0.0021	-1.804	-0.5537	-0.0578	-0.0723	-0.013	-0.1527	-0.0239	-0.3225	-0.0453	-0.1463	-0.1663	-0.4019	-0.0199	-0.5892	
-0.2065	-0.2337	-0.1594	-0.2625	-0.3796	-0.2234	-0.3105	-0.3831	-0.0477	-0.2667	-0.5112	-0.3182	-0.3346	-0.2901	-0.381	-0.4704	-0.3859	-0.3108	-0.4849	-0.2746	-0.1144	-0.2567	-0.2451	-0.2525	-0.2897	-0.2981	-1.6477	-0.0031	-2.5773	-0.759	-0.0811	-0.103	-0.0196	-0.2184	-0.0096	-0.4538	-0.0621	-0.2075	-0.225	-0.5327	-0.0277	-0.8467	
-0.2713	-0.3196	-0.2129	-0.3556	-0.5043	-0.2671	-0.4048	-0.4984	-0.4331	-0.0717	-0.6905	-0.43	-0.4541	-0.393	-0.5024	-0.6288	-0.514	-0.4397	-0.6352	-0.4266	-0.3537	-0.3241	-0.3322	-0.3362	-0.3862	-0.4142	-2.2505	-0.0038	-3.2174	-0.9771	-0.1032	-0.1051	-0.0238	-0.2596	-0.0474	-0.5595	-0.0823	-0.2615	-0.2586	-0.7329	-0.0332	-1.0082	
-1.0002	-1.1253	-0.772	-1.272	-1.8545	-1.1079	-1.5536	-1.9292	-1.5861	-1.5424	-2.4447	-1.5286	-1.6071	-1.3811	-1.9164	-2.3252	-1.9023	-1.6186	-2.4729	-1.6345	-1.2402	-1.2594	-1.1828	-1.2479	-1.4123	-1.5005	-7.8422	-0.0152	-13.1323	-3.9437	-0.4086	-0.5234	-0.0962	-1.0614	-0.1865	-2.2188	-0.2963	-1.0106	-1.1885	-2.8297	-0.1405	-4.1527	
-0.622	-0.783	-0.5288	-0.8755	-1.3011	-0.7199	-1.0561	-1.2988	-1.0623	-1.0304	-1.7561	-0.9054	-1.0396	-0.978	-1.3288	-1.6269	-1.2641	-1.0924	-1.7277	-1.1388	-0.8744	-0.8867	-0.8366	-0.8729	-0.9878	-1.027	-5.6275	-0.0109	-9.1849	-2.7369	-0.2767	-0.3684	-0.0673	-0.7646	-0.1344	-1.585	-0.2216	-0.7008	-0.8237	-1.6595	-0.0986	-2.9702	
-0.3694	-0.4221	-0.2835	-0.4683	-0.6825	-0.4043	-0.5714	-0.7094	-0.5841	-0.5666	-0.919	-0.5626	-0.511	-0.4945	-0.702	-0.8494	-0.6923	-0.591	-0.9077	-0.5866	-0.458	-0.4587	-0.4332	-0.4585	-0.5173	-0.404	-2.8917	-0.0057	-4.8078	-1.4492	-0.1506	-0.1939	-0.0334	-0.3986	-0.0703	-0.8292	-0.1154	-0.3741	-0.428	-1.0129	-0.0515	-1.5489	
-0.6846	-0.7737	-0.4991	-0.8561	-1.2662	-0.7562	-1.0476	-1.298	-1.0893	-1.045	-1.7174	-1.0755	-1.1185	-0.7368	-1.1332	-1.1628	-0.9582	-0.6203	-1.6423	-1.0885	-0.8777	-0.8693	-0.8204	-0.8357	-0.9692	-0.7502	-5.551	-0.0104	-8.6005	-2.595	-0.2791	-0.3559	-0.0624	-0.7444	-0.1314	-1.5552	-0.2182	-0.7079	-0.8047	-1.7533	-0.0965	-2.8542	
-0.2677	-0.2965	-0.1996	-0.3403	-0.4281	-0.2929	-0.4122	-0.5093	-0.4233	-0.4074	-0.6697	-0.4035	-0.4296	-0.3682	-0.2947	-0.5143	-0.4264	-0.3906	-0.6187	-0.2676	-0.3369	-0.3349	-0.3187	-0.3187	-0.3331	-0.3807	-2.1567	-0.0041	-3.3987	-1.0331	-0.1088	-0.1395	-0.0238	-0.29	-0.0516	-0.6082	-0.085	-0.2772	-0.3093	-0.7016	-0.0377	-1.1185	
-0.1888	-0.2062	-0.1366	-0.2418	-0.377	-0.2196	-0.3074	-0.387	-0.3151	-0.3118	-0.5074	-0.309	-0.3292	-0.2767	-0.3147	-0.4054	-0.324	-0.3227	-0.5036	-0.3261	-0.2614	-0.2593	-0.239	-0.2467	-0.2881	-0.2401	-1.6881	-0.0031	-2.6539	-0.7951	-0.0826	-0.1074	-0.019	-0.2261	-0.039	-0.4613	-0.0643	-0.214	-0.2398	-0.1813	-0.0291	-0.8713	
