附件2  193A数据

1300多名病人按照4种疗法服药大约每隔8周测试的CD4浓度。

第1列是病人编号，第2列是4种疗法的代码：
1 = 600mg zidovudine 与400mg didanosine按月轮换使用；
2 = 600mg zidovudine 加2.25mg zalcitabine；
3 = 600mg zidovudine 加400mg didanosine；
4 = 600mg zidovudine 加400mg didanosine 加400mg nevirapine。

第3列是病人年龄，第4列是测试CD4的时刻（周），第5列是测得的CD4，取值log(CD4+1).


ID    疗法       年龄   时间 Log(CD4 count+1) 
1	2	36.4271	0	3.1355 
1	2	36.4271	7.5714	3.0445 
1	2	36.4271	15.5714	2.7726 
1	2	36.4271	23.5714	2.8332 
1	2	36.4271	32.5714	3.2189 
1	2	36.4271	40	3.0445 
2	4	47.8467	0	3.0681 
2	4	47.8467	8	3.8918 
2	4	47.8467	16	3.9703 
2	4	47.8467	23	3.6109 
2	4	47.8467	30.7143	3.3322 
2	4	47.8467	39	3.0910 
3	1	60.2875	0	3.7377 
4	3	36.5969	0	4.1190 
4	3	36.5969	7.1429	4.1109 
4	3	36.5969	16.1429	4.7095 
4	3	36.5969	32.4286	2.8332 
5	1	35.948	0	3.5835 
5	1	35.948	8	3.4340 
5	1	35.948	16	3.4340 
5	1	35.948	24	3.7136 
5	1	35.948	32	3.0445 
5	1	35.948	40	2.3979 
6	2	38.3956	0	2.3979 
6	2	38.3956	7.2857	2.3979 
6	2	38.3956	15	2.3979 
6	2	38.3956	24	3.0445 
6	2	38.3956	31.4286	0.0000 
6	2	38.3956	35.4286	3.4340 
7	2	45.0815	0	2.3979 
7	2	45.0815	9	3.7136 
8	3	37.1992	0	2.7726 
8	3	37.1992	7.7143	2.3979 
8	3	37.1992	15.5714	3.0445 
8	3	37.1992	29.5714	2.3979 
9	2	42.0479	0	3.2581 
10	3	37.3361	0	2.0794 
11	2	42.2478	0	2.7726 
11	2	42.2478	4.1429	3.0445 
11	2	42.2478	17	2.3979 
11	2	42.2478	27	2.3979 
12	4	31.4552	0	3.8286 
12	4	31.4552	16.1429	3.9318 
12	4	31.4552	33	3.4340 
13	4	41.8563	0	0.0000 
13	4	41.8563	17	0.0000 
13	4	41.8563	34.8571	0.0000 
14	3	41.3196	0	1.7918 
14	3	41.3196	7	3.4340 
14	3	41.3196	11.7143	2.3979 
14	3	41.3196	30	2.3979 
15	2	42.0862	0	3.2581 
15	2	42.0862	17.1429	4.2627 
15	2	42.0862	35.8571	4.3944 
16	1	34.0342	0	3.7136 
16	1	34.0342	7.2857	2.3979 
16	1	34.0342	15.8571	3.4340 
16	1	34.0342	25.2857	3.0445 
17	3	44.6023	0	3.0445 
17	3	44.6023	16.4286	2.3979 
17	3	44.6023	32.1429	2.3979 
18	1	51.8275	0	3.9318 
18	1	51.8275	17.8571	3.7136 
18	1	51.8275	32	3.7136 
19	1	46.1355	0	2.7726 
20	2	35.5811	0	1.7918 
21	3	32.2957	0	3.2581 
21	3	32.2957	18.7143	3.0445 
22	4	26.9432	0	3.0445 
22	4	26.9432	12	3.0445 
23	3	43.7043	0	2.7726 
23	3	43.7043	16	3.9318 
23	3	43.7043	32	3.4340 
24	2	32.8761	0	4.7536 
24	2	32.8761	15.7143	3.0445 
24	2	32.8761	23	2.3979 
25	1	38.9541	0	4.1109 
25	1	38.9541	4	3.4340 
25	1	38.9541	36.8571	3.9318 
26	4	35.2608	0	2.3979 
26	4	35.2608	16.2857	3.7136 
27	4	48.4517	0	3.9318 
27	4	48.4517	16.5714	3.4340 
27	4	48.4517	30.8571	3.0445 
28	3	39.5181	0	4.1109 
28	3	39.5181	16	4.1744 
28	3	39.5181	32	3.6109 
29	4	47.5099	0	3.3673 
29	4	47.5099	4	2.9957 
29	4	47.5099	8	4.2627 
29	4	47.5099	15.8571	3.8067 
29	4	47.5099	23.8571	3.8286 
29	4	47.5099	31.1429	3.7377 
29	4	47.5099	38.8571	3.4012 
30	3	42.1821	0	2.1972 
30	3	42.1821	8.1429	2.3979 
30	3	42.1821	16.1429	2.4849 
30	3	42.1821	23.8571	1.9459 
30	3	42.1821	35.1429	1.9459 
30	3	42.1821	37.7143	1.9459 
31	4	34.6338	0	3.0445 
31	4	34.6338	6.8571	3.6109 
31	4	34.6338	15.8571	3.4340 
31	4	34.6338	23.8571	2.8904 
31	4	34.6338	31.8571	3.1781 
31	4	34.6338	39.8571	2.3026 
32	1	37.3169	0	1.9459 
32	1	37.3169	7.5714	1.0986 
32	1	37.3169	17	2.3026 
32	1	37.3169	25.5714	2.3026 
32	1	37.3169	32.5714	2.7081 
33	3	42.7077	0	3.5973 
33	3	42.7077	7.5714	3.1781 
33	3	42.7077	15.5714	2.9444 
33	3	42.7077	23.8571	3.0910 
33	3	42.7077	31.8571	2.3026 
34	3	32.1478	0	3.8067 
34	3	32.1478	7	3.4965 
34	3	32.1478	15	3.4965 
34	3	32.1478	24	3.2189 
34	3	32.1478	32	3.1355 
35	1	46.3436	0	3.6889 
35	1	46.3436	8	3.7842 
35	1	46.3436	16	2.9957 
35	1	46.3436	24	3.4012 
35	1	46.3436	32	3.2958 
35	1	46.3436	40	2.8332 
36	4	34.4148	0	2.8904 
36	4	34.4148	8	3.4012 
36	4	34.4148	17	2.0794 
36	4	34.4148	25	2.4849 
36	4	34.4148	34	1.7918 
37	4	36.5339	0	3.2958 
37	4	36.5339	9	2.3026 
37	4	36.5339	12	2.7726 
37	4	36.5339	16	2.3979 
37	4	36.5339	32.4286	2.3026 
38	1	42.4641	0	3.3499 
38	1	42.4641	6.7143	2.9444 
38	1	42.4641	15.7143	4.3438 
38	1	42.4641	31.7143	2.9444 
39	4	37.8453	0	3.3673 
39	4	37.8453	16	3.0910 
39	4	37.8453	32.5714	2.8904 
40	2	24.1205	0	2.4423 
40	2	24.1205	16	1.6094 
41	3	40.178	0	4.0860 
41	3	40.178	15	3.5553 
41	3	40.178	24.8571	3.6889 
42	2	47.4442	0	3.3142 
42	2	47.4442	8.2857	2.8332 
43	1	37.0021	0	2.4849 
43	1	37.0021	16.7143	1.6094 
44	3	36.3614	0	1.3863 
44	3	36.3614	21	3.9703 
45	2	27.7207	0	3.3322 
45	2	27.7207	15.8571	4.5539 
45	2	27.7207	35	3.0910 
45	2	27.7207	36.8571	3.2958 
46	4	43.7591	0	2.7726 
46	4	43.7591	7.1429	4.1109 
47	3	37.1143	0	3.2581 
47	3	37.1143	9.7143	2.3979 
47	3	37.1143	16.8571	2.3026 
48	1	38.8857	0	2.6741 
48	1	38.8857	15.7143	3.2189 
48	1	38.8857	31.7143	2.5649 
49	2	40.1287	0	2.1972 
49	2	40.1287	12.8571	3.1781 
49	2	40.1287	32.8571	2.0794 
50	4	31.4771	0	3.0445 
50	4	31.4771	15	3.9318 
50	4	31.4771	31.1429	3.7136 
50	4	31.4771	38.4286	3.4340 
51	3	35.0418	0	2.3979 
51	3	35.0418	12.4286	2.7726 
51	3	35.0418	20.4286	2.1972 
51	3	35.0418	27.4286	2.3026 
51	3	35.0418	38.4286	4.4427 
52	4	27.0198	0	2.7726 
52	4	27.0198	9.4286	3.4340 
53	1	34.8008	0	3.2581 
53	1	34.8008	8	2.3979 
53	1	34.8008	13.5714	2.7081 
54	4	37.8919	0	2.1972 
54	4	37.8919	8	1.0986 
54	4	37.8919	16	1.0986 
54	4	37.8919	24.1429	1.0986 
54	4	37.8919	32	0.6931 
54	4	37.8919	40	0.0000 
55	4	47.2608	0	3.2581 
55	4	47.2608	9.7143	3.2189 
55	4	47.2608	15.7143	3.4965 
55	4	47.2608	31.7143	3.4012 
56	1	40.3313	0	1.7047 
56	1	40.3313	8.1429	1.7918 
56	1	40.3313	16.1429	0.6931 
56	1	40.3313	25.4286	1.0986 
56	1	40.3313	33.4286	0.6931 
56	1	40.3313	39.1429	0.6931 
57	3	31.5236	0	1.9459 
57	3	31.5236	18.1429	1.6094 
57	3	31.5236	24.1429	1.6094 
57	3	31.5236	38.1429	1.3863 
58	3	38.5572	0	3.9318 
58	3	38.5572	8	3.8712 
58	3	38.5572	17	3.4965 
58	3	38.5572	24	3.7842 
58	3	38.5572	28	3.6636 
58	3	38.5572	32.2857	3.3673 
59	2	37.4346	0	3.4657 
59	2	37.4346	8	3.4340 
59	2	37.4346	18.2857	2.6391 
60	3	44.0192	0	3.7013 
60	3	44.0192	7	2.9444 
60	3	44.0192	15	3.5264 
60	3	44.0192	20.2857	2.7081 
60	3	44.0192	23	2.3979 
60	3	44.0192	27	3.1781 
61	1	41.4812	0	3.9416 
61	1	41.4812	8.2857	4.0431 
61	1	41.4812	16.1429	3.7136 
61	1	41.4812	24	3.7612 
61	1	41.4812	32.2857	3.2581 
62	4	38.9651	0	3.5553 
62	4	38.9651	6.8571	3.8501 
62	4	38.9651	15.8571	2.9957 
62	4	38.9651	23.8571	3.4012 
62	4	38.9651	31.8571	3.2581 
62	4	38.9651	39.1429	3.0910 
63	3	37.065	0	2.0794 
64	1	66.0945	0	2.8904 
64	1	66.0945	8	2.8332 
64	1	66.0945	16.8571	2.3979 
64	1	66.0945	26.1429	1.9459 
64	1	66.0945	35.1429	1.6094 
65	3	51.9562	0	3.8918 
65	3	51.9562	8.2857	5.1705 
65	3	51.9562	22	4.6347 
65	3	51.9562	34.2857	4.0775 
66	1	46.1547	0	3.4657 
66	1	46.1547	17.8571	3.2958 
66	1	46.1547	19.8571	3.4012 
67	3	30.768	0	0.9163 
68	2	29.3717	0	1.9459 
68	2	29.3717	9	1.7918 
68	2	29.3717	17	2.4849 
68	2	29.3717	25	1.9459 
68	2	29.3717	34	2.7081 
69	4	40.3422	0	3.2958 
69	4	40.3422	8	2.4849 
69	4	40.3422	16	4.2627 
69	4	40.3422	23.1429	2.7081 
70	1	40.4682	0	2.7081 
71	1	40.95	0	2.6391 
71	1	40.95	6.5714	2.8904 
71	1	40.95	15.1429	2.7726 
71	1	40.95	25.2857	2.1972 
71	1	40.95	33.2857	2.6391 
72	1	43.2252	0	2.1972 
72	1	43.2252	8.4286	2.0794 
72	1	43.2252	16.4286	3.0445 
72	1	43.2252	34.4286	1.6094 
73	4	36.6653	0	2.5649 
73	4	36.6653	8.1429	3.1355 
73	4	36.6653	17.1429	3.8286 
73	4	36.6653	26.1429	2.3979 
73	4	36.6653	34.1429	2.8904 
74	3	43.4086	0	2.6027 
