backstreet_boys	black_blue	everyone	7	backstreet_boys/black_blue/07-everyone.mp3	RAA/backstreet_boys/black__blue/07_everyone.mp3	27729	16409
backstreet_boys	greatest_hits_chapter_one	as_long_as_you_love_me	3	backstreet_boys/greatest_hits_chapter_one/03-as_long_as_you_love_me.mp3	TERESA/backstreet_boys/greatest_hits_-_chapter_one/03_-_as_long_as_you_love_me.mp3	23642	12322
backstreet_boys	greatest_hits_chapter_one	call	10	backstreet_boys/greatest_hits_chapter_one/10-call.mp3	TERESA/backstreet_boys/greatest_hits_-_chapter_one/10_-_the_call.mp3	23649	12329
backstreet_boys	greatest_hits_chapter_one	drowning	15	backstreet_boys/greatest_hits_chapter_one/15-drowning.mp3	TERESA/backstreet_boys/greatest_hits_-_chapter_one/15_-_drowning.mp3	23654	12334
backstreet_boys	millennium	i_want_it_that_way	2	backstreet_boys/millennium/02-i_want_it_that_way.mp3	RAA/backstreet_boys/millennium/02_i_want_it_that_way.mp3	27700	16380
backstreet_boys	musica_si_cd2	day_y_night_billie_piper	7	backstreet_boys/musica_si_cd2/07-day_y_night_billie_piper.mp3	TERESA/billie_piper/musica_si_cd2/07_-_day_y_night-billie_piper.mp3	23697	12377
backstreet_boys	musica_si_cd2	vamos_a_bailar_paola_y_chiara	17	backstreet_boys/musica_si_cd2/17-vamos_a_bailar_paola_y_chiara.mp3	TERESA/paola_y_chiara/musica_si_cd2/17_-_vamos_a_bailar-paola_y_chiara.mp3	25882	14562
backstreet_boys	radio_disney_jams_vol_4	bounce	2	backstreet_boys/radio_disney_jams_vol_4/02-bounce.mp3	users/jbonada/VA-Radio_Disney_Jams_Vol._4-2001/02-aaron_carter-bounce.mp3	48632	37321
backstreet_boys	radio_disney_jams_vol_4	miracles_happen	9	backstreet_boys/radio_disney_jams_vol_4/09-miracles_happen.mp3	users/jbonada/VA-Radio_Disney_Jams_Vol._4-2001/09-myra-miracles_happen.mp3	48638	37327
backstreet_boys	radio_disney_jams_vol_4	i_wanna_be_with_you	13	backstreet_boys/radio_disney_jams_vol_4/13-i_wanna_be_with_you.mp3	users/jbonada/VA-Radio_Disney_Jams_Vol._4-2001/13-mandy_moore-i_wanna_be_with_you.mp3	48642	37331
beach_boys	best_of_the_60s	then_i_kissed_her	1	beach_boys/best_of_the_60s/01-then_i_kissed_her.mp3	users/jbonada/VA_-_Best_of_the_60s-CD-2003/01_the_beach_boys_-_then_i_kissed_her-tmnd.mp3	36027	24707
