1.409046 225.494503 11.795000 99.816667
8.168535 292.665494 6.226667 102.106667
12.057419 282.960128 5.265000 103.186667
17.862157 310.835634 3.975000 103.430000
18.777993 323.337368 2.806667 104.140000
6.668539 302.448283 18.083333 106.283333
4.412443 344.333854 20.666667 106.816667
28.672405 325.034765 10.333333 107.066667
5.675352 118.795747 19.100000 108.616667
11.301431 236.858753 21.483333 109.083333
13.127846 322.990843 20.016667 110.283333
28.214170 332.217591 21.583333 111.833333
6.167435 46.270158 3.216667 113.066667
18.580124 321.965912 22.166667 113.550000
8.761419 5.653918 4.391667 113.971667
16.014656 266.554256 22.300000 114.216667
11.002604 277.565197 22.750000 115.350000
10.269386 354.359970 5.983333 116.066667
59.045590 225.391968 2.100000 117.750000
52.440036 215.778715 4.233333 117.883333
52.945566 43.285717 24.450000 118.066667
22.977829 0.375936 5.810000 118.066667
16.300780 354.220801 9.750000 118.733333
6.834445 231.211139 22.610000 120.291667
6.719469 334.187831 14.583333 120.966667
9.886599 277.748499 6.066667 121.000000
