1.400000 68.080000 8.533000 100.000000
5.800000 230.080000 13.350000 100.000000
25.000000 208.420000 2.617000 100.100000
16.000000 214.220000 2.500000 100.200000
7.600000 230.080000 13.533000 100.283000
7.900000 79.040000 5.250000 100.283000
9.600000 70.340000 5.417000 100.350000
24.000000 220.140000 2.200000 100.600000
0.900000 65.080000 7.233000 100.617000
3.000000 219.380000 12.650000 100.883000
17.400000 200.080000 4.033000 101.000000
17.400000 206.080000 2.883000 101.000000
16.200000 215.160000 2.900000 101.250000
0.600000 350.080000 6.950000 101.283000
19.400000 201.880000 3.000000 101.383000
2.200000 282.080000 12.583000 101.450000
10.000000 240.080000 2.517000 101.783000
2.000000 295.040000 6.200000 102.167000
7.600000 286.080000 2.183000 102.250000
8.800000 301.080000 2.050000 102.333000
7.900000 314.080000 2.050000 102.567000
2.700000 290.160000 5.817000 102.617000
3.000000 291.160000 5.667000 102.767000
1.800000 123.600000 11.417000 103.000000
3.000000 289.160000 5.350000 103.133000
6.000000 323.980000 3.833000 103.333000
4.300000 322.160000 4.217000 103.433000
3.700000 296.040000 4.783000 103.433000
4.000000 327.040000 2.817000 103.467000
5.200000 323.040000 3.533000 103.467000
2.100000 26.680000 10.633000 103.483000
0.900000 83.900000 10.550000 103.600000
5.500000 323.040000 3.250000 103.667000
5.800000 333.040000 2.433000 103.983000
4.900000 327.040000 2.800000 104.133000
0.500000 353.700000 10.367000 104.467000
5.500000 111.700000 18.767000 105.750000
2.700000 114.100000 18.800000 105.767000
1.900000 142.480000 19.917000 106.017000
1.500000 315.080000 3.233000 106.250000
1.400000 91.900000 17.700000 106.467000
7.700000 142.500000 8.683000 106.600000
2.400000 173.180000 20.867000 106.667000
2.700000 115.280000 20.667000 106.800000
11.000000 121.600000 10.400000 107.017000
0.900000 166.800000 20.717000 107.033000
8.900000 145.480000 10.333000 107.067000
1.200000 147.500000 20.950000 107.067000
0.600000 174.400000 20.767000 107.133000
1.400000 253.900000 21.033000 107.367000
2.000000 230.500000 21.100000 107.600000
1.100000 59.080000 16.567000 107.617000
2.000000 216.800000 21.200000 107.950000
4.300000 68.680000 10.700000 107.983000
1.000000 86.680000 4.750000 108.000000
2.000000 158.580000 3.800000 108.033000
2.100000 30.580000 16.117000 108.217000
2.800000 33.300000 11.167000 108.700000
3.000000 154.980000 3.050000 108.850000
3.000000 133.880000 2.267000 108.900000
2.100000 37.500000 10.500000 108.950000
7.000000 166.680000 2.500000 109.000000
3.200000 231.500000 21.483000 109.100000
2.300000 15.300000 11.883000 109.200000
2.100000 2.580000 13.750000 109.217000
1.900000 352.100000 12.267000 109.300000
4.000000 141.340000 2.083000 109.650000
9.400000 158.040000 2.000000 109.667000
4.300000 346.550000 20.050000 110.317000
10.000000 38.800000 21.167000 110.417000
9.500000 1.600000 20.950000 110.600000
3.700000 6.650000 20.167000 110.683000
11.900000 175.140000 2.150000 111.250000
10.400000 216.040000 2.133000 111.517000
2.100000 353.480000 16.550000 111.617000
7.800000 250.300000 2.300000 111.667000
3.000000 147.000000 2.817000 111.700000
2.100000 107.000000 2.900000 112.083000
2.000000 212.000000 2.750000 112.183000
1.500000 47.040000 3.183000 113.033000
2.000000 26.000000 3.250000 113.067000
1.800000 36.000000 3.517000 113.300000
8.800000 77.800000 23.083000 113.433000
5.500000 321.700000 22.200000 113.550000
5.500000 321.700000 22.200000 113.550000
2.400000 22.000000 3.967000 113.700000
5.000000 328.000000 22.367000 113.967000
2.600000 5.700000 4.383000 113.983000
2.000000 15.000000 4.583000 113.983000
4.000000 309.000000 22.233000 114.000000
8.000000 348.000000 22.483000 114.017000
4.600000 299.000000 22.100000 114.033000
4.000000 303.000000 22.467000 114.183000
4.000000 285.430000 22.467000 114.333000
2.100000 1.000000 4.617000 114.650000
4.000000 280.030000 22.733000 114.733000
4.900000 37.000000 4.900000 114.983000
4.000000 25.000000 5.033000 115.067000
4.000000 16.000000 5.000000 115.133000
4.300000 353.200000 5.267000 115.250000
3.700000 12.000000 4.883000 115.350000
4.000000 21.000000 4.950000 115.417000
3.400000 5.000000 5.083000 115.550000
5.000000 33.000000 5.217000 115.600000
2.700000 358.000000 6.200000 115.600000
3.000000 0.000000 5.700000 115.667000
2.400000 277.020000 22.800000 115.800000
2.700000 352.000000 5.750000 115.900000
3.000000 344.700000 6.017000 115.967000
2.700000 357.000000 5.983000 116.067000
2.100000 112.000000 23.333000 116.750000
4.900000 9.000000 6.883000 116.850000
3.500000 351.500000 8.000000 117.067000
4.900000 80.410000 23.600000 117.283000
13.000000 253.000000 2.817000 117.367000
4.900000 353.000000 6.883000 117.483000
13.000000 283.640000 2.200000 117.500000
11.000000 292.540000 2.200000 117.533000
8.500000 59.550000 23.733000 117.533000
19.000000 216.000000 2.917000 117.700000
19.000000 250.240000 2.200000 117.700000
6.700000 2.000000 6.217000 117.717000
11.000000 221.040000 3.500000 117.800000
16.000000 220.940000 2.167000 117.867000
14.300000 227.000000 4.233000 117.883000
15.000000 225.840000 2.033000 117.883000
4.900000 347.000000 6.500000 117.917000
14.940000 42.020000 24.450000 118.067000
6.300000 2.600000 5.833000 118.117000
11.100000 65.300000 24.383000 118.167000
7.300000 211.000000 5.033000 118.333000
8.500000 207.000000 4.950000 118.583000
8.500000 212.000000 4.483000 118.617000
4.600000 343.300000 9.733000 118.700000
2.100000 346.100000 10.067000 118.767000
1.800000 343.000000 10.883000 119.417000
7.200000 211.800000 4.783000 119.433000
5.800000 14.100000 23.550000 119.550000
2.900000 328.200000 5.850000 119.733000
7.400000 196.100000 5.033000 119.767000
1.000000 306.900000 16.400000 119.900000
0.500000 324.900000 15.767000 119.900000
2.700000 4.800000 11.800000 119.950000
0.700000 311.500000 16.067000 120.100000
2.700000 249.200000 5.350000 120.217000
10.400000 212.200000 5.133000 120.233000
1.600000 257.320000 22.617000 120.267000
1.800000 320.100000 14.817000 120.283000
2.400000 268.100000 5.650000 120.283000
0.700000 283.200000 16.617000 120.300000
6.500000 218.000000 5.217000 120.317000
2.000000 237.820000 22.467000 120.433000
5.000000 195.700000 5.200000 120.500000
1.600000 215.500000 18.483000 120.567000
14.000000 6.520000 24.383000 120.567000
1.500000 354.500000 14.383000 120.600000
3.400000 228.900000 5.700000 120.883000
2.700000 346.800000 13.767000 120.917000
2.100000 332.400000 14.583000 120.967000
3.400000 271.700000 6.067000 121.000000
6.300000 219.600000 5.933000 121.033000
3.000000 340.500000 12.350000 121.100000
1.900000 217.500000 18.617000 121.100000
4.400000 5.300000 13.433000 121.183000
2.800000 206.100000 18.867000 121.283000
5.700000 194.800000 15.200000 121.433000
3.200000 280.700000 6.733000 121.467000
4.800000 13.500000 13.900000 121.600000
6.900000 198.400000 14.667000 121.617000
8.100000 211.000000 6.150000 121.833000
5.800000 196.000000 14.933000 121.833000
4.000000 230.900000 6.550000 121.867000
6.700000 190.700000 14.900000 121.967000
4.800000 3.700000 12.267000 121.983000
