HatchData
MainCurve1
X,Y
-9.5055316085744,-1.21391088790373
-9.537237865373,-1.19013477894009
-9.60273341627603,-1.14289455128677
-9.67095313465511,-1.09605207044042
-9.74183331623709,-1.04958466199873
-9.815308097282,-1.00347032639283
-9.89131161404978,-0.957686389220406
-9.96978124200077,-0.912210715945886
-10.050651117395,-0.867020902100329
-10.1763126549277,-0.799723276081348
-10.3516570470946,-0.710784552669555
-10.5354319979824,-0.622587066266217
-10.7271203152721,-0.534951581119813
-10.9262004877107,-0.447699401345588
-11.1321553229792,-0.36065183105875
-11.3444643895583,-0.273629904441194
-11.5626083356619,-0.186454925608118
-11.8996276946106,-0.0550141148231091
-12.364564154254,0.122445475158123
-12.8434928795818,0.303735959394185
-13.3322590563065,0.490288524563443
-13.7027911818509,0.634516348577435
-13.9507228141728,0.733057681362212
-14.1987764563737,0.833719340695167
-14.4464338364011,0.936679752527704
-14.693175602469,1.04211815261133
-14.9384813230581,1.15021296689746
-15.1818316463825,1.26114289127085
-15.4227083003895,1.37508770134973
-15.6605919332933,1.49222528321879
-15.8949631933078,1.61273487262951
-16.06812328472,1.70543700695596
-16.1821960432118,1.7683854666676
-16.2950972909183,1.83227761340818
-16.4067644032998,1.8971355817133
-16.5171304368827,1.96298150611853
-16.6261327671274,2.02983860089287
-16.7337044505605,2.0977284607052
-16.8397807031754,2.16667322009108
-16.9442978206991,2.23669609331954
-17.0471899393914,2.30781867505942
-17.1483922752458,2.38006417957976
-17.2478400442557,2.45345420154938
-17.3454684624147,2.5280108755039
-17.441212745716,2.6037574157123
-17.5350081101532,2.68071541684346
-17.6267886919863,2.75890755329968
-17.7164907869421,2.83835649948324
-17.8040485312806,2.91908438992972
-17.8893971409953,3.00111281930799
-17.9724718320796,3.08446554175376
-18.0532078205269,3.16916361206919
-18.1315403223307,3.25523024452329
-18.2074045534843,3.34268757365164
-18.2807346502479,3.43155719412309
-18.3514669083482,3.52186286007339
-18.4195354640453,3.61362562630465
-18.4848744535992,3.70686870708592
-18.547423411937,3.80161423695274
-18.6071110766516,3.89788435044072
-18.6638769826701,3.99570172195214
-18.717656345986,4.09508848602258
-18.7683822231258,4.19606677718762
-18.8159898300831,4.29865926984955
-18.860414382851,4.40288863841067
-18.9015910974233,4.50877647753983
-18.9394551897933,4.61634546163935
-18.9739440354212,4.72561772524478
-19.0049885313668,4.83661648262515
-19.0325260530904,4.94936332844931
-19.0564918165854,5.06388039725284
-19.0768210378453,5.18019090330476
-19.0934489328635,5.29831644127392
-19.1063085581665,5.4182791456959
-19.1153372892146,5.54010277070644
-19.1204681825345,5.66380837110768
-19.1216364541196,5.7894186213019
-19.118781638897,5.91695565582468
-19.1118324744595,6.04644268894506
-19.1007284957344,6.17790131533187
-19.0854027592482,6.31135420938742
-19.0657904809943,6.44682296578057
-19.0418268769662,6.5843302589136
-19.0134471631572,6.72389984292226
-18.9805865555609,6.86555223274197
-18.9431802701707,7.00931118250845
-18.90116352298,7.15519720715713
-18.8544715299822,7.30323514055719
-18.8030373477039,7.45344549764404
-18.7467983516055,7.60585095281997
-18.6856897576803,7.76047418048729
-18.6196446224549,7.91733785504829
-18.5486003213896,8.07646249143838
-18.472489911011,8.23787292352676
-18.3912507667794,8.40159074598226
-18.3048159452213,8.56763755347375
-18.2131206623302,8.73603602040352
-18.1161001340995,8.90680774144043
-18.0136906562561,9.07997755045366
-17.9604446380716,9.1674674011533
-17.8528956722301,9.34337852380963
-17.6396321212877,9.69695775456966
-17.4287331865849,10.052474027126
-17.2201038515787,10.4094425411627
-17.0136480199927,10.7673795760976
-16.809270675284,11.125798172148
-16.5063935675281,11.6632700447411
-15.9127345260418,12.7316500903289
-15.3330515542383,13.7803627912572
-14.9530879570715,14.4621129654027
-14.6709795220867,14.9615361112071
-14.4840916996834,15.2879136173443
-14.2980417504318,15.6084670412912
-14.1127314185884,15.9227148219327
-13.9280667673438,16.2301667602855
-13.743952780155,16.5303434547011
-13.5602922810121,16.8227568656634
-13.3769913331057,17.1069232725902
-13.1939527604258,17.3823546359651
-13.056789902261,17.5829064850862
-12.9653807487322,17.7136254940647
-12.8739834722713,17.8418891891945
-12.782585116077,17.9676371054026
-12.6911759625482,18.0908066181496
-12.5997441346171,18.2113372623624
-12.5082745160156,18.3291707324353
-12.416758468876,18.4442444038286
-12.325183036397,18.5564978114694
-12.2335352617774,18.6658726497519
-12.1418054274161,18.7723041346695
-12.0499794967785,18.8757339606163
-11.9580455927965,18.9761038219863
-11.8659929181359,19.0733489347731
-11.7738085159952,19.1674109933707
-11.6814815890401,19.2582295327063
-11.5889991804693,19.3457419282402
-11.4963504929483,19.4298898743665
-11.4035225696757,19.5106107465456
-11.3105035335838,19.5878440797047
-11.2172815076047,19.6615315682378
-11.1238446146705,19.7316127470722
-11.0301809777133,19.7980228322012
-10.9362787196652,19.8607035180191
-10.8421259634584,19.9195964989198
-10.7477097522916,19.9746369908968
-10.6530203685638,20.0257666883442
-10.5580437757403,20.0729251261892
-10.4627691764865,20.1160518393591
-10.3671836140012,20.1550842033141
-10.27127629095,20.1899639124483
-10.1750342505315,20.2206283422221
-10.0784466954114,20.2470191870295
-9.98150066878825,20.2690738223308
-9.88418429359426,20.2867317830534
-9.78648677249498,20.2999347635912
-9.68839514868912,20.3086201394046
-9.58989646537533,20.3127252859538
-9.49098100495263,20.3121940571
-9.39163581061975,20.3069616688365
-9.29184900530877,20.2969719750243
-9.1916076322184,20.2821601916568
-9.09090143388093,20.2624658536613
-8.98971745349505,20.2378328148987
-8.88804435385962,20.2081941318955
-8.78586971804001,20.1734958179797
-8.68318166896841,20.1336709296777
-8.5799683295769,20.0886633208506
-8.4762172829309,20.0384103669587
-8.37191773169602,19.9828516029291
-8.26705671907089,19.9219265636892
-8.1616229078544,19.8555747841661
-8.05560388111193,19.7837379587538
-7.94898776177564,19.706349143979
-7.84176267277765,19.6233543531695
-7.73391727691679,19.5346888023187
-7.62543861739178,19.4402941858208
-7.51631589686816,19.3401100386029
-7.40653615854465,19.2340737361253
-7.29608752535336,19.1221248133153
-7.18495866009314,19.004204964567
-7.0731371458294,18.8802494058738
-6.96061110549429,18.7502019910966
-6.84736920188663,18.6140000956959
-6.73339847820511,18.4715832545987
-6.61868759724861,18.3228910027324
-6.50322468194925,18.167862875024
-6.38699785523915,18.0064384064009
-6.26999470018372,17.8385549723233
-6.15220333971508,17.6641542671853
-6.03361243663209,17.4831736664473
-5.91420957400016,17.2955548645034
-5.79398233488471,17.1012373962807
-5.67291992195129,16.9001564777727
-5.55100937839862,16.6922559628403
-5.42823936702553,16.477473226944
-5.30459801076413,16.2557478050108
-5.18007289267987,16.027019231968
-5.11747499563971,15.9100108959197
-5.08394314453945,15.6784402467813
-5.0168814402777,15.2333179755456
-4.94981757654906,14.8118936939112
-4.88274399521946,14.4137689802375
-4.81565367802148,14.0385443331509
-4.74853906682104,13.685821331011
-4.68139395315085,13.3552015521774
-4.61421023901006,13.0462854952762
-4.54698117606469,12.7586758184006
-4.479699476114,12.4919730201767
-4.42919953319704,12.3054263935414
-4.39551292951705,12.1873888538478
-4.36180905010198,12.074352639461
-4.32808708515175,11.9662691623761
-4.29434622486626,11.863089834588
-4.26058538951208,11.7647628288916
-4.2268040392225,11.6712384775485
-4.19300109426404,11.5824681925538
-4.15917547490331,11.4984023061691
-4.12532664127355,11.4189889911891
-4.09145351364131,11.3441807393425
-4.05755528220657,11.2739257234238
-4.02363086723582,11.2081753554283
-3.989679458929,11.146878887884
-3.95570024748601,11.0899877327862
